additional_info,amenities,check_in_date,check_out_date,city,country,crawl_date,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,latitude,longitude,occupancy,pageurl,property_address,property_id,property_name,property_type,qts,query_time_stamp,room_price,room_types,search_term,service_value,similar_hotel,sitename,things_to_do,things_to_note,uniq_id
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|AC,04-08-2016,05-08-2016,Jodhpur,India,2016-07-20,"What should you know? Hotel Nirvana Home is a heritage hotel that has rich and royal architecture. It is one of the classic hotels of Jodhpur, offering a blend of richness and style. All the rooms are designed in a manner to meet the needs of the guests. The in-room amenities include room service, 24-hour hot water supply, TV, and internet facility. The hotel provides complimentary services like local sightseeing, car rentals, and laundry. The restaurant provides good food, which has homely touch, while the banquet hall is available for hosting functions.Why should you stay here? Located in an accessible part of Jodhpur, this hotel offers a range of useful services.","","",39,http://stay-imgs.stayzilla.com/resize/1200x800/52982/551874.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/381712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/381714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551798.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551802.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551814.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551816.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551818.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551822.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551824.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551826.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551828.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551830.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551832.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551834.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551836.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551838.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551840.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551842.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551844.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551846.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551848.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551850.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551852.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551854.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551856.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551858.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551860.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551862.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551864.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551866.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551868.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/52982/551870.jpg,"","",26.2942429,73.0227051,2 Adults 2 Kids,https://www.stayzilla.com/stays/vista-rooms-at-achal-nath-temple-52982?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ghasmandi, Jodhpur",52982,Vista Rooms at Achal Nath Temple,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,1417per night incl. tax,Standard AC Single,"",Not Verified,Vista Rooms at Khaas Bagh|Hotel Guru International|Hotel Astoria|Hotel Prateek,www.stayzilla.com,"",All taxes.|Complimentary Tea/Coffee.,03ff90d6be8e9ec77b79d3fad72c826d
Acceptance Rate:100 percent|Response Time:< 6 hours,Elevator|Parking|AC,04-08-2016,05-08-2016,Karaikal,India,2016-07-20,"What should you know? Situated conveniently at a distance of 200m from bus stand and about 2 km from the railway station, Hotel French Residency offers a comfortable stay for the travellers. Rooms are provided with multichannel television, intercom facility, and attached bathroom with running hot and cold water. The hotel provides 24x7 room service, lift service, doctor-on-call, car parking facility, and drivers restrooms. Its travel desk provides car rental and arranges for Navagraha tour packages. In-house restaurant serves veg and non-veg dishes and a fully-equipped conference hall facilitates conferencing and banqueting. Famous Karaikal Ammaiyar Temple is about 2 km and Sani Temple Thirunallar is about 8 km from the hotel.Why should you stay here? Located amidst the famous temples of Karaikal, the hotel accentuates a religious feel in its guests. It is also very near to the Karaikal Beach.","","",5,http://stay-imgs.stayzilla.com/resize/1200x800/30872/358714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30872/143867.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30872/143865.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30872/143869.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30872/143871.jpg,"","",10.9230757,79.8325729,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-french-residency-30872?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Karaikal, Karaikal",30872,Hotel French Residency,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,778per night incl. tax,Double Non-A/C Rooms,"",Not Verified,Nandha Hotel|Hotel Sea Horse,www.stayzilla.com,"",All taxes on rooms.,dc5c4d59a30ef9977f2fb954fcbe59fe
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Jodhpur,India,2016-07-20,"What should you know? A comfortable accommodation, offering a warm hospitable environment and Rajput charm to the guests. The place ensures a peaceful and harmonious ambience for all the travellers. It is in the proximity to Mehrangarh, Nehru Park, and Mahamandir Temple, making it a place of convenience for all the travellers visiting the place. It also offers 24-hour room services, front desk, travel desk, and doctor-on-call.Why should you stay here? Located in a city of Royalties, this is a place to be for a perfect vacation.","","","","","","",26.2690792,73.0398178,2 Adults 2 Kids,https://www.stayzilla.com/stays/devi-bhawan-11768?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ratanada Area, Jodhpur",11768,Devi Bhawan,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,3328per night incl. tax,Deluxe Standard AC Double,"",Not Verified,Kishore Bagh Palace|Hotel Chandra Inn|Shree Ram International|Polo Heritage Hotel,www.stayzilla.com,"",Complimentary Breakfast.|kid above 5 years will be charged 820/- .,05ae504cb1a5f0be83b676e4fc9bcfc5
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Newspaper|Card Payment|AC,04-08-2016,05-08-2016,Kakinada,India,2016-07-20,"What should you know? At a distance of 1.5 km away from the Town Railway Station, Jaya Residency is a well-known budget hotel in Kakinada. The hotel offers amenities which include a 24-hour room service, safe deposit lockers, laundry, money exchange facility, and a doctor-on-call in case of any medical emergency. The hotel also provides high speed internet for the benefit of its guests.Why should you stay here? Located close to the railway station, Jaya Residency provides its guests easy accessibility, also providing luxurious amenities at an affordable price.","","",0,"","","",16.9566994,82.2358932,1 Adult 1 Kid,https://www.stayzilla.com/stays/jaya-residency-10773?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sithapathi Rao Street, Kakinada",10773,Jaya Residency,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,1718per night incl. tax,Single Non-A/C Rooms,"",Not Verified,Venky Residency,www.stayzilla.com,"",All taxes|Complimentary Breakfast.|Uninterrupted Internet Facility for all room,44b8bf48fdf0d831b11fb9d340e09488
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Jharsuguda,India,2016-07-20,"What should you know? Hotel Aryan is located opposite Axis Bank at Bijunagar in Jharsuguda, Orissa. The hotel offers different categories of rooms like President Suite, Executive suite, super deluxe, and deluxe rooms for accommodation. All its rooms are spacious and clean. The hotel also boasts of an in-house restaurant that serves delicious cuisines to its guests. The hotel also has a well-stocked bar and banqueting facilities. Other amenities include 24-hour power backup, free parking, and excellent room service.Why should you stay here? The hotel is located approximately 3.5 km away from the railway station.","","","","","","",21.8765335,84.0204086,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-aryan-14814?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jharsuguda, Jharsuguda",14814,Hotel Aryan,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,1268per night incl. tax,Deluxe Single AC Room,"",Not Verified,The Mohini Royale|Bishnu Palace Hotel,www.stayzilla.com,"",All Taxes|Complimentary Breakfast.|Complementary Pick up & Drop to Railway Station|Complimentary WIFi,7836602bc0aefef19fdbc870cf047de7
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Jammu,India,2016-07-20,"","","","","","","",32.7217827,74.8576508,2 Adults 2 Kids,https://www.stayzilla.com/stays/sher-e-kashmir-guest-house-61322?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Wave maal, Jammu",61322,Sher E Kashmir Guest House,House,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,473per night incl. tax,Double Non-A/C Rooms,"",Not Verified,Hotel Nagina|Hotel Savera|Sethi Guest House,www.stayzilla.com,"",All taxes.,e3cf6318c7441d2c822c2ae0dd5dc228
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,04-08-2016,05-08-2016,Jalandhar,India,2016-07-20,"","","","","","","",31.327116,75.5917053,2 Adults 2 Kids,https://www.stayzilla.com/stays/ravi-guest-house-67858?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Jalandhar",67858,Ravi Guest House,House,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,15889per night incl. tax,Double Room,"",Not Verified,"",www.stayzilla.com,"",All taxes.,8b05fbad1bda58218db8d72607a73373
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Bar|Card Payment|Elevator|Parking|AC,04-08-2016,05-08-2016,Jind,India,2016-07-20,"What should you know? The hotel lies on Safidon Road in Shiv Colony, Jind. Semi-deluxe, Deluxe, Super Deluxe, and Royal rooms are provided for guests’ accommodation. The amenities that the guests are facilitated with include round-the-clock front desk, laundry services, parking space, power backup, and an equipped business centre with internet access. Banquet and conference facilities are provided for guests to organise meetings and get-togethers at the hotel. Guests can experience fine-dining in their in-house multi-cuisine restaurant, Kohinoor, which is one-of-its-kind in Jind. Apart from that, there is a well-stocked bar, Jannat, that serves a wide variety of beverages.Why should you stay here? The facility is situated adjacent to the bus stand, which makes it easy for travellers. Also, the amenities like business services, banquet facilities, and dining options make the stay comfortable and worthwhile.","","","","","","",29.3191605,76.3110504,2 Adults 2 Kids,https://www.stayzilla.com/stays/dalamwala-hotel-66990?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Jind",66990,Dalamwala Hotel,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,1512per night incl. tax,A/c Semi Deluxe Double,"",Not Verified,The Radisson Gold,www.stayzilla.com,"",All taxes.|Complimentary WiFi.,058cb1b9698171593dd403ac385b15ef
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|AC,04-08-2016,05-08-2016,Jammu,India,2016-07-20,"What should you know? This hotel has 26 rooms that are spread across 2 floors. The rooms are categorised into single non-AC/AC, AC double bed, and family AC suite rooms. Some of the amenities available for guests at this place are attached bathroom, cable/satellite TV service, designer toiletries, wake-up calls, smoking rooms, room heater, and desk. Breakfast service, airport transportation, medical service, parking, coffee shop, complimentary newspaper, parking, and laundry service are the other facilities available to guests. Why should you stay here? This property is in proximity to various tourist places like Raghunath Mandir and Gurudwara Sunder Singh, which makes it ideal for guests to explore.","","",38,http://stay-imgs.stayzilla.com/resize/1200x800/61618/637840.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637816.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/390204.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637764.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637766.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637768.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637770.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637772.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637774.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637776.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637778.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637780.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637782.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637784.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637786.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637788.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637790.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637792.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637794.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637796.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637798.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637802.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637804.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637814.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637818.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637822.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637824.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637826.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637828.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637830.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637832.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/61618/637834.jpg,"","",32.7385559,74.8652878,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-amrita-61618?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jammu, Jammu",61618,Hotel Amrita,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,1076per night incl. tax,Double Non-A/C Rooms,"",Not Verified,Hotel Glacier Inn|Hotel Raghunath|Hotel Novelty|Hotel Madhuban,www.stayzilla.com,"",Complimentary Breakfast.|All taxes.|Hotel doesnt have Restaurant in the Premises but Food will be provided on Home Made Breakfast OR Order basis.,092714c0d7b8229fce6fbc04eba1fc89
Acceptance Rate:100 percent|Response Time:< 6 hours,"",04-08-2016,05-08-2016,Jammu,India,2016-07-20,"","","",19,http://stay-imgs.stayzilla.com/resize/1200x800/62402/555808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555798.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555766.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555768.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555772.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555774.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555776.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555782.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555784.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555786.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555788.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555790.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555792.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555794.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555796.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555802.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555804.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/62402/555806.jpg,"","",32.7262344,74.8567123,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-himalaya-62402?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Bus stand, Jammu",62402,Hotel Himalaya,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,612per night incl. tax,Double Non-A/C Rooms,"",Not Verified,"",www.stayzilla.com,"",All taxes.|Kindly Note:|Hotel doesnt have restaurant in the premises.,1d26b5646dd4b35828612922061ef5ec
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Kanpur,India,2016-07-20,"What should you know? This property provides guests with rooms at reasonable rates. It also has a banquet hall that is ideal for conferences, seminars, and social gatherings. Guests can gorge on their favourite cuisines at Sadda Adda, a multi-cuisine restaurant located within the hotels premises. Kanpur Railway Station is about 5 km from the property.Why should you stay here? With prompt services and banquet facilities, this hotel is ideal for accommodation as well as organising gatherings and functions in Kanpur.","","",29,http://stay-imgs.stayzilla.com/resize/1200x800/66682/640320.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640288.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640246.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640248.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640256.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640258.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640260.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640262.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640264.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640266.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640274.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640280.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640282.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640284.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640286.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640290.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640296.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640298.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640300.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640302.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640304.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640306.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640310.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640312.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640314.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66682/640316.jpg,"","",26.4507103,80.3063583,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-maha-roopa-palace-66682?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Param Purwa Juhi, Kanpur",66682,Hotel Maha Roopa Palace,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,889per night incl. tax,Single Non-A/C Rooms,"",Not Verified,Hotel Raj Mahal|Hotel Gaurav|Hotel Amantran Kanpur|Hotel Ashoka,www.stayzilla.com,"","",6a6f87e11383fa9023c30d7cb24f742e
Response Time:< 6 hours|Acceptance Rate:50 percent,AC,04-08-2016,05-08-2016,Jhansi,India,2016-07-20,"","","",19,http://stay-imgs.stayzilla.com/resize/1200x800/37444/872414.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872352.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872350.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872354.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872358.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872362.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872366.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872370.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872372.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872374.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872378.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872380.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872384.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872390.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872394.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872396.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872400.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872406.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/37444/872410.jpg,"","",25.4447041,78.569191,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-shashi-palace-37444?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Civil Lines, Jhansi",37444,Hotel Shashi Palace,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,178per night incl. tax,Single Non AC Room Without Bath,"",Not Verified,"",www.stayzilla.com,"",All taxes.|Kindly Note:|Hotel doesnt have Restaurant in the Premises.,05baf0baf7e41daf9e4d09a5b9107f38
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Jodhpur,India,2016-07-20,"What should you know? Situated in the beautiful city of Palaces, Takhat Vilas in Jodhpur is centrally located. The hotel has spacious rooms with modern amenities. They are complemented with facilities like car parking space, internet connectivity, room service, travel assistance, and laundry service. There is a multi-cuisine restaurant that serves traditional Rajasthani food apart from Chinese and Continental delicacies. Some places of interest close to Takhat Vilas are Ghanta Ghar, Umaid Bhawan Palace Museum, Chamunda Mataji Temple, and Rai Ka Bag. The Jodhpur Railway Station is 3 km away while the airport is 4 km away from the hotel. Why should you stay here? Takhat Vilas is ideally located close to the famous landmarks of Jodhpur like the Umaid Bhawan Palace Museum and Ghanta Ghar.","","",12,http://stay-imgs.stayzilla.com/resize/1200x800/15398/307260.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307232.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307242.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307246.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307248.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307250.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307252.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307254.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307256.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/15398/307258.jpg,"","",26.2886829,73.0359726,2 Adults 2 Kids,https://www.stayzilla.com/stays/takhat-vilas-15398?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ajit Colony, Jodhpur",15398,Takhat Vilas,Hotel,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,2250per night incl. tax,Deluxe Double,"",Not Verified,Kalinga Hotel|Hotel Imperial Polo Haveli|Hotel Shri Ram Excellency Group|GenX Jodhpur Hotel,www.stayzilla.com,"",All Taxes.|Complimentary Breakfast.|Complimentary Wi-Fi.,3f9ab89c5c0dc92a469f9e576054c411
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,04-08-2016,05-08-2016,Jodhpur,India,2016-07-20,"","","","","","","",26.2923946,73.0382843,2 Adults 2 Kids,https://www.stayzilla.com/stays/tourist-guest-house-56516?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Royal Ansal Plaza Mall, Jodhpur",56516,Tourist Guest House,House,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,300per night incl. tax,Standard Non AC Double Type 1,"",Not Verified,"",www.stayzilla.com,"",All taxes.|Kindly Note:|Hotel doesnt have restaurant in the Premises.,536f8f751736a3f7c3a8d0b8b17a7b44
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Jodhpur,India,2016-07-20,"What should you know? Santosh Guest House is located at Paota, one of the prime locations in Jodhpur. The guest house provides a host of modern amenities like event management, party hall with decoration, sightseeing and car rental, a doctor on call, LCD TV in the rooms, 24 hours room service, air conditioned rooms, free car parking space, same day laundry service, free Wi-Fi, and meeting hall for the business travelers. It offers star category amenities in its deluxe rooms and service apartments.Why should you stay here? It is located conveniently at only 200 meters away from the circle and Paota Bus Stand and just 4 km from Jodhpur Airport. It offers all the comfort and luxury that a business traveler or a casual vacationer may require during the stay.","","",11,http://stay-imgs.stayzilla.com/resize/1200x800/41054/307316.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307286.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307288.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307300.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307302.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307304.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307306.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307308.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307310.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307312.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/41054/307314.jpg,"","",26.2976742,73.0406952,2 Adults 2 Kids,https://www.stayzilla.com/stays/santosh-guest-house-41054?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Paota Circle, Jodhpur",41054,Santosh Guest House,House,2016-07-20 10:59:55 +0000,2016-07-20 10:59:55 +0000,889per night incl. tax,Deluxe Double Non AC,"",Not Verified,Ashiyana Guest House|Pushp Guest House|Paradise Hotel|Gorband Guest House,www.stayzilla.com,"",All taxes on rooms,417637798d5a079edf51809a412a413e
